Tracking ID,Tracking Date,Store Number,Product Description,Promotions,Total Sales
3007223,8/19/17,36,SEAFOOD,0,1
3007227,8/19/17,37,BEVERAGES,13,1064
3007229,8/19/17,37,BREAD/BAKERY,11,488.135
3007230,8/19/17,37,CELEBRATION,1,11
3007231,8/19/17,37,CLEANING,12,1074
3007232,8/19/17,37,DAIRY,16,938
3007233,8/19/17,37,DELI,9,116.798996
3007234,8/19/17,37,EGGS,0,181
3007235,8/19/17,37,FROZEN FOODS,0,191
3007236,8/19/17,37,GROCERY I,37,3404
3007242,8/19/17,37,HOME CARE,9,376
3007244,8/19/17,37,LAWN AND GARDEN,0,10
3007248,8/19/17,37,MEATS,0,543.763
3007249,8/19/17,37,PERSONAL CARE,12,212
3007251,8/19/17,37,PLAYERS AND ELECTRONICS,0,13
3007252,8/19/17,37,POULTRY,0,264.094
3007253,8/19/17,37,PREPARED FOODS,0,164.836
3007254,8/19/17,37,PRODUCE,6,7
3007256,8/19/17,37,SEAFOOD,0,17.774
3007260,8/19/17,38,BEVERAGES,18,611
3007262,8/19/17,38,BREAD/BAKERY,10,698.825
3007263,8/19/17,38,CELEBRATION,0,14
3007264,8/19/17,38,CLEANING,12,847
3007265,8/19/17,38,DAIRY,17,827
3007266,8/19/17,38,DELI,9,180.008
3007267,8/19/17,38,EGGS,0,98
3007268,8/19/17,38,FROZEN FOODS,0,160
3007269,8/19/17,38,GROCERY I,35,2870
3007275,8/19/17,38,HOME CARE,8,443
3007277,8/19/17,38,LAWN AND GARDEN,0,7
3007279,8/19/17,38,LIQUOR WINE BEER,6,32
3007281,8/19/17,38,MEATS,0,155.259
3007282,8/19/17,38,PERSONAL CARE,13,269
3007284,8/19/17,38,PLAYERS AND ELECTRONICS,0,11
3007285,8/19/17,38,POULTRY,0,172.089
3007286,8/19/17,38,PREPARED FOODS,0,165.418
3007287,8/19/17,38,PRODUCE,5,1
3007289,8/19/17,38,SEAFOOD,0,19.067001
3007290,8/19/17,39,AUTOMOTIVE,0,4
3007292,8/19/17,39,BEAUTY,1,3
3007293,8/19/17,39,BEVERAGES,30,658
3007295,8/19/17,39,BREAD/BAKERY,7,539
3007297,8/19/17,39,CLEANING,26,1056
3007298,8/19/17,39,DAIRY,23,535
3007299,8/19/17,39,DELI,9,134.31
3007300,8/19/17,39,EGGS,1,221
3007301,8/19/17,39,FROZEN FOODS,18,43
3007302,8/19/17,39,GROCERY I,58,3484.952
3007304,8/19/17,39,HARDWARE,0,1
3007306,8/19/17,39,HOME AND KITCHEN II,1,14
3007308,8/19/17,39,HOME CARE,10,292
3007309,8/19/17,39,LADIESWEAR,0,14
3007310,8/19/17,39,LAWN AND GARDEN,0,8
3007311,8/19/17,39,LINGERIE,4,8
3007314,8/19/17,39,MEATS,0,112.365
3007315,8/19/17,39,PERSONAL CARE,9,203
3007318,8/19/17,39,POULTRY,0,167.5024
3007319,8/19/17,39,PREPARED FOODS,0,84.007
3007320,8/19/17,39,PRODUCE,1,2463.323
3007322,8/19/17,39,SEAFOOD,3,11
3007326,8/19/17,4,BEVERAGES,14,1821
3007328,8/19/17,4,BREAD/BAKERY,7,267.395
3007329,8/19/17,4,CELEBRATION,0,5
3007330,8/19/17,4,CLEANING,12,542
3007331,8/19/17,4,DAIRY,19,558
3007332,8/19/17,4,DELI,9,178.768
3007333,8/19/17,4,EGGS,1,135
3007334,8/19/17,4,FROZEN FOODS,0,104.375
3007335,8/19/17,4,GROCERY I,38,2055
3007341,8/19/17,4,HOME CARE,5,364
3007343,8/19/17,4,LAWN AND GARDEN,0,10
3007347,8/19/17,4,MEATS,0,231.781
3007350,8/19/17,4,PLAYERS AND ELECTRONICS,0,8
3007351,8/19/17,4,POULTRY,0,530.02
3007352,8/19/17,4,PREPARED FOODS,0,88.19
3007353,8/19/17,4,PRODUCE,6,3832.635
3007355,8/19/17,4,SEAFOOD,0,41.473
3007356,8/19/17,40,AUTOMOTIVE,0,6
3007359,8/19/17,40,BEVERAGES,25,863
3007361,8/19/17,40,BREAD/BAKERY,9,292
3007362,8/19/17,40,CELEBRATION,1,21
3007363,8/19/17,40,CLEANING,22,807
3007364,8/19/17,40,DAIRY,11,555
3007365,8/19/17,40,DELI,6,216
3007366,8/19/17,40,EGGS,1,102
3007367,8/19/17,40,FROZEN FOODS,12,36.973
3007368,8/19/17,40,GROCERY I,55,3122
3007369,8/19/17,40,GROCERY II,0,12
3007371,8/19/17,40,HOME AND KITCHEN I,0,36
3007372,8/19/17,40,HOME AND KITCHEN II,2,9
3007373,8/19/17,40,HOME APPLIANCES,0,1
3007374,8/19/17,40,HOME CARE,8,210
3007377,8/19/17,40,LINGERIE,0,20
3007380,8/19/17,40,MEATS,0,120.335
3007381,8/19/17,40,PERSONAL CARE,9,144
3007384,8/19/17,40,POULTRY,1,145.491
3007385,8/19/17,40,PREPARED FOODS,0,43
3007386,8/19/17,40,PRODUCE,1,1946.614
3007388,8/19/17,40,SEAFOOD,2,5
3007392,8/19/17,41,BEVERAGES,16,618
3007394,8/19/17,41,BREAD/BAKERY,11,289.626
3007395,8/19/17,41,CELEBRATION,0,4
3007396,8/19/17,41,CLEANING,12,640
3007397,8/19/17,41,DAIRY,18,391
3007398,8/19/17,41,DELI,9,200.048
3007399,8/19/17,41,EGGS,0,94
3007400,8/19/17,41,FROZEN FOODS,0,118.998
3007401,8/19/17,41,GROCERY I,37,1913
3007407,8/19/17,41,HOME CARE,7,222
3007409,8/19/17,41,LAWN AND GARDEN,0,5
3007413,8/19/17,41,MEATS,0,103.837
3007414,8/19/17,41,PERSONAL CARE,12,389
3007415,8/19/17,41,PET SUPPLIES,0,6
3007417,8/19/17,41,POULTRY,1,145.053
3007418,8/19/17,41,PREPARED FOODS,0,46.353
3007419,8/19/17,41,PRODUCE,4,2
3007421,8/19/17,41,SEAFOOD,0,12
3007455,8/19/17,43,AUTOMOTIVE,0,4
3007458,8/19/17,43,BEVERAGES,24,1480
3007460,8/19/17,43,BREAD/BAKERY,9,164
3007462,8/19/17,43,CLEANING,24,611
3007463,8/19/17,43,DAIRY,20,300
3007464,8/19/17,43,DELI,7,127
3007465,8/19/17,43,EGGS,1,92
3007466,8/19/17,43,FROZEN FOODS,15,18.630001
3007467,8/19/17,43,GROCERY I,61,2158
3007471,8/19/17,43,HOME AND KITCHEN II,1,12
3007473,8/19/17,43,HOME CARE,8,228
3007479,8/19/17,43,MEATS,0,80.836
3007480,8/19/17,43,PERSONAL CARE,10,142
3007483,8/19/17,43,POULTRY,0,118.133995
3007484,8/19/17,43,PREPARED FOODS,0,84
3007485,8/19/17,43,PRODUCE,0,890.72
3007488,8/19/17,44,AUTOMOTIVE,0,34
3007491,8/19/17,44,BEVERAGES,19,8783
3007493,8/19/17,44,BREAD/BAKERY,12,1080.753
3007494,8/19/17,44,CELEBRATION,0,11
3007495,8/19/17,44,CLEANING,14,2404
3007496,8/19/17,44,DAIRY,22,2129
3007497,8/19/17,44,DELI,10,605.141
3007498,8/19/17,44,EGGS,0,745
3007499,8/19/17,44,FROZEN FOODS,0,525.873
3007500,8/19/17,44,GROCERY I,38,7764
3007501,8/19/17,44,GROCERY II,0,75
3007506,8/19/17,44,HOME CARE,9,615
3007512,8/19/17,44,MEATS,0,1504.193
3007513,8/19/17,44,PERSONAL CARE,17,416
3007515,8/19/17,44,PLAYERS AND ELECTRONICS,0,36
3007516,8/19/17,44,POULTRY,0,1565.993
3007517,8/19/17,44,PREPARED FOODS,0,613.183
3007518,8/19/17,44,PRODUCE,5,15184.537
3007520,8/19/17,44,SEAFOOD,0,145.82199
3007521,8/19/17,45,AUTOMOTIVE,0,14
3007524,8/19/17,45,BEVERAGES,18,3022
3007526,8/19/17,45,BREAD/BAKERY,12,861.942
3007527,8/19/17,45,CELEBRATION,0,26
3007528,8/19/17,45,CLEANING,10,1790
3007529,8/19/17,45,DAIRY,21,1741
3007530,8/19/17,45,DELI,10,592.109
3007531,8/19/17,45,EGGS,0,363
3007532,8/19/17,45,FROZEN FOODS,0,223.435
3007533,8/19/17,45,GROCERY I,42,6509
3007539,8/19/17,45,HOME CARE,7,789
3007545,8/19/17,45,MEATS,1,1599.408
3007546,8/19/17,45,PERSONAL CARE,13,409
3007548,8/19/17,45,PLAYERS AND ELECTRONICS,1,18
3007549,8/19/17,45,POULTRY,0,1571.412
3007550,8/19/17,45,PREPARED FOODS,0,276.04
3007551,8/19/17,45,PRODUCE,7,16
3007553,8/19/17,45,SEAFOOD,0,121.899
3007554,8/19/17,46,AUTOMOTIVE,0,17
3007557,8/19/17,46,BEVERAGES,16,4793
3007559,8/19/17,46,BREAD/BAKERY,12,748.534
3007560,8/19/17,46,CELEBRATION,0,17
3007561,8/19/17,46,CLEANING,13,1887
3007562,8/19/17,46,DAIRY,22,1540
3007563,8/19/17,46,DELI,10,851.216
3007564,8/19/17,46,EGGS,0,153
3007565,8/19/17,46,FROZEN FOODS,0,257.501
3007566,8/19/17,46,GROCERY I,40,6903
3007569,8/19/17,46,HOME AND KITCHEN I,1,43
3007572,8/19/17,46,HOME CARE,9,757
3007574,8/19/17,46,LAWN AND GARDEN,0,10
3007578,8/19/17,46,MEATS,0,1142.723
3007579,8/19/17,46,PERSONAL CARE,14,555
3007581,8/19/17,46,PLAYERS AND ELECTRONICS,2,38
3007582,8/19/17,46,POULTRY,0,1074.8201
3007583,8/19/17,46,PREPARED FOODS,0,170.36499
3007584,8/19/17,46,PRODUCE,6,2508.452
3007586,8/19/17,46,SEAFOOD,0,47.05
3007587,8/19/17,47,AUTOMOTIVE,0,33
3007590,8/19/17,47,BEVERAGES,15,3052
3007592,8/19/17,47,BREAD/BAKERY,12,1381.06
3007593,8/19/17,47,CELEBRATION,0,16
3007594,8/19/17,47,CLEANING,14,2076
3007595,8/19/17,47,DAIRY,22,2038
3007596,8/19/17,47,DELI,9,715.537
3007597,8/19/17,47,EGGS,0,345
3007598,8/19/17,47,FROZEN FOODS,0,260.854
3007599,8/19/17,47,GROCERY I,42,8134
3007605,8/19/17,47,HOME CARE,8,852
3007607,8/19/17,47,LAWN AND GARDEN,0,25
3007611,8/19/17,47,MEATS,0,1231.028
3007612,8/19/17,47,PERSONAL CARE,13,880
3007614,8/19/17,47,PLAYERS AND ELECTRONICS,0,10
3007615,8/19/17,47,POULTRY,0,1592.196
3007616,8/19/17,47,PREPARED FOODS,0,339.046
3007617,8/19/17,47,PRODUCE,5,8630.106
3007619,8/19/17,47,SEAFOOD,0,96.708
3007620,8/19/17,48,AUTOMOTIVE,0,11
3007623,8/19/17,48,BEVERAGES,18,1390
3007625,8/19/17,48,BREAD/BAKERY,12,437.845
3007626,8/19/17,48,CELEBRATION,0,25
3007627,8/19/17,48,CLEANING,10,1315
3007628,8/19/17,48,DAIRY,21,872
3007629,8/19/17,48,DELI,9,404.964
3007630,8/19/17,48,EGGS,0,62
3007631,8/19/17,48,FROZEN FOODS,0,119.081
3007632,8/19/17,48,GROCERY I,40,4600
3007634,8/19/17,48,HARDWARE,0,3
3007638,8/19/17,48,HOME CARE,7,822
3007644,8/19/17,48,MEATS,0,1003.731
3007645,8/19/17,48,PERSONAL CARE,12,500
3007647,8/19/17,48,PLAYERS AND ELECTRONICS,2,22
3007648,8/19/17,48,POULTRY,0,754.414
3007649,8/19/17,48,PREPARED FOODS,0,117.881
3007650,8/19/17,48,PRODUCE,5,2135.061
3007652,8/19/17,48,SEAFOOD,0,11.071
3007653,8/19/17,49,AUTOMOTIVE,0,12
3007656,8/19/17,49,BEVERAGES,20,6090
3007658,8/19/17,49,BREAD/BAKERY,11,716.128
3007660,8/19/17,49,CLEANING,11,1550
3007661,8/19/17,49,DAIRY,22,1716
3007662,8/19/17,49,DELI,9,313.102
3007663,8/19/17,49,EGGS,0,375
3007664,8/19/17,49,FROZEN FOODS,0,307.788
3007665,8/19/17,49,GROCERY I,41,5463
3007671,8/19/17,49,HOME CARE,8,358
3007673,8/19/17,49,LAWN AND GARDEN,0,15
3007677,8/19/17,49,MEATS,0,983.105
3007678,8/19/17,49,PERSONAL CARE,14,270
3007680,8/19/17,49,PLAYERS AND ELECTRONICS,0,30
3007681,8/19/17,49,POULTRY,0,1041.163
3007682,8/19/17,49,PREPARED FOODS,0,326.18
3007683,8/19/17,49,PRODUCE,6,8248.459
3007685,8/19/17,49,SEAFOOD,0,96.911
3007689,8/19/17,5,BEVERAGES,18,681
3007691,8/19/17,5,BREAD/BAKERY,9,275.637
3007692,8/19/17,5,CELEBRATION,0,27
3007693,8/19/17,5,CLEANING,11,838
3007694,8/19/17,5,DAIRY,16,510
3007695,8/19/17,5,DELI,8,305.384
3007696,8/19/17,5,EGGS,0,117
3007697,8/19/17,5,FROZEN FOODS,0,125.135
3007698,8/19/17,5,GROCERY I,34,2713
3007704,8/19/17,5,HOME CARE,6,337
3007706,8/19/17,5,LAWN AND GARDEN,0,1
3007710,8/19/17,5,MEATS,0,279.986
3007711,8/19/17,5,PERSONAL CARE,13,256
3007714,8/19/17,5,POULTRY,0,241.7
3007715,8/19/17,5,PREPARED FOODS,0,78.573
3007716,8/19/17,5,PRODUCE,4,4
3007718,8/19/17,5,SEAFOOD,0,30.582
3007719,8/19/17,50,AUTOMOTIVE,0,17
3007722,8/19/17,50,BEVERAGES,17,1463
3007724,8/19/17,50,BREAD/BAKERY,11,466.783
3007725,8/19/17,50,CELEBRATION,0,29
3007726,8/19/17,50,CLEANING,8,1421
3007727,8/19/17,50,DAIRY,18,1094
3007728,8/19/17,50,DELI,9,368.328
3007729,8/19/17,50,EGGS,0,103
3007730,8/19/17,50,FROZEN FOODS,0,123
3007731,8/19/17,50,GROCERY I,37,5329
3007735,8/19/17,50,HOME AND KITCHEN II,2,29
3007737,8/19/17,50,HOME CARE,5,505
3007743,8/19/17,50,MEATS,0,521.215
3007744,8/19/17,50,PERSONAL CARE,11,295
3007746,8/19/17,50,PLAYERS AND ELECTRONICS,0,21
3007747,8/19/17,50,POULTRY,0,531.095
3007748,8/19/17,50,PREPARED FOODS,0,116.573
3007749,8/19/17,50,PRODUCE,6,2931.032
3007751,8/19/17,50,SEAFOOD,0,29.085001
3007755,8/19/17,51,BEVERAGES,18,7311
3007757,8/19/17,51,BREAD/BAKERY,13,1148.096
3007758,8/19/17,51,CELEBRATION,0,8
3007759,8/19/17,51,CLEANING,9,2098
3007760,8/19/17,51,DAIRY,20,2104
3007761,8/19/17,51,DELI,11,328.069
3007762,8/19/17,51,EGGS,0,367
3007763,8/19/17,51,FROZEN FOODS,0,628.92
3007764,8/19/17,51,GROCERY I,35,6223
3007767,8/19/17,51,HOME AND KITCHEN I,1,5
3007770,8/19/17,51,HOME CARE,7,400
3007772,8/19/17,51,LAWN AND GARDEN,0,6
3007776,8/19/17,51,MEATS,0,509.478
3007777,8/19/17,51,PERSONAL CARE,12,544
3007779,8/19/17,51,PLAYERS AND ELECTRONICS,1,20
3007780,8/19/17,51,POULTRY,0,694.898
3007781,8/19/17,51,PREPARED FOODS,0,200
3007782,8/19/17,51,PRODUCE,6,9940.145
3007784,8/19/17,51,SEAFOOD,0,111.006
3007821,8/19/17,53,BEVERAGES,15,510
3007823,8/19/17,53,BREAD/BAKERY,11,335.096
3007824,8/19/17,53,CELEBRATION,0,6
3007825,8/19/17,53,CLEANING,9,489
3007826,8/19/17,53,DAIRY,20,335
3007827,8/19/17,53,DELI,9,110.476
3007828,8/19/17,53,EGGS,0,48
3007829,8/19/17,53,FROZEN FOODS,0,141
3007830,8/19/17,53,GROCERY I,30,1557
3007836,8/19/17,53,HOME CARE,6,204
3007842,8/19/17,53,MEATS,0,236.905
3007843,8/19/17,53,PERSONAL CARE,11,136
3007845,8/19/17,53,PLAYERS AND ELECTRONICS,0,12
3007846,8/19/17,53,POULTRY,0,164.829
3007847,8/19/17,53,PREPARED FOODS,0,56.444
3007848,8/19/17,53,PRODUCE,2,2711.263
3007850,8/19/17,53,SEAFOOD,0,5
3007851,8/19/17,54,AUTOMOTIVE,0,2
3007853,8/19/17,54,BEAUTY,0,1
3007854,8/19/17,54,BEVERAGES,26,872
3007856,8/19/17,54,BREAD/BAKERY,7,136
3007857,8/19/17,54,CELEBRATION,0,1
3007858,8/19/17,54,CLEANING,20,611
3007859,8/19/17,54,DAIRY,6,154
3007860,8/19/17,54,DELI,6,143
3007861,8/19/17,54,EGGS,1,30
3007862,8/19/17,54,FROZEN FOODS,8,10.166
3007863,8/19/17,54,GROCERY I,47,1519
3007864,8/19/17,54,GROCERY II,0,6
3007865,8/19/17,54,HARDWARE,0,2
3007866,8/19/17,54,HOME AND KITCHEN I,0,14
3007867,8/19/17,54,HOME AND KITCHEN II,0,11
3007869,8/19/17,54,HOME CARE,9,138
3007872,8/19/17,54,LINGERIE,0,9
3007875,8/19/17,54,MEATS,0,58.312
3007876,8/19/17,54,PERSONAL CARE,8,122
3007879,8/19/17,54,POULTRY,0,34.337
3007880,8/19/17,54,PREPARED FOODS,0,99
3007881,8/19/17,54,PRODUCE,0,653.491
3007883,8/19/17,54,SEAFOOD,1,3
3007886,8/19/17,6,BEAUTY,1,3
3007887,8/19/17,6,BEVERAGES,15,1050
3007889,8/19/17,6,BREAD/BAKERY,9,346.316
3007890,8/19/17,6,CELEBRATION,0,11
3007891,8/19/17,6,CLEANING,12,797
3007892,8/19/17,6,DAIRY,22,715
3007893,8/19/17,6,DELI,9,230.665
3007894,8/19/17,6,EGGS,0,144
3007895,8/19/17,6,FROZEN FOODS,0,135
3007896,8/19/17,6,GROCERY I,38,3073
3007902,8/19/17,6,HOME CARE,8,373
3007904,8/19/17,6,LAWN AND GARDEN,0,7
3007906,8/19/17,6,LIQUOR WINE BEER,6,59
3007908,8/19/17,6,MEATS,0,595.626
3007909,8/19/17,6,PERSONAL CARE,13,401
3007912,8/19/17,6,POULTRY,0,870.827
3007913,8/19/17,6,PREPARED FOODS,0,162.702
3007914,8/19/17,6,PRODUCE,4,29
3007916,8/19/17,6,SEAFOOD,0,40.726
3007920,8/19/17,7,BEVERAGES,19,2272
3007922,8/19/17,7,BREAD/BAKERY,11,518.276
3007923,8/19/17,7,CELEBRATION,0,17
3007924,8/19/17,7,CLEANING,11,1059
3007925,8/19/17,7,DAIRY,18,1025
3007926,8/19/17,7,DELI,10,163.209
3007927,8/19/17,7,EGGS,0,263
3007928,8/19/17,7,FROZEN FOODS,0,208
3007929,8/19/17,7,GROCERY I,30,3906
3007935,8/19/17,7,HOME CARE,5,308
3007937,8/19/17,7,LAWN AND GARDEN,0,24
3007941,8/19/17,7,MEATS,0,696.255
3007942,8/19/17,7,PERSONAL CARE,8,230
3007944,8/19/17,7,PLAYERS AND ELECTRONICS,1,14
3007945,8/19/17,7,POULTRY,0,887.265
3007946,8/19/17,7,PREPARED FOODS,0,212.95801
3007947,8/19/17,7,PRODUCE,3,2
3007949,8/19/17,7,SEAFOOD,0,72.985
3007953,8/19/17,8,BEVERAGES,17,1600
3007955,8/19/17,8,BREAD/BAKERY,11,509.29102
3007957,8/19/17,8,CLEANING,11,1200
3007958,8/19/17,8,DAIRY,22,1376
3007959,8/19/17,8,DELI,10,282.744
3007960,8/19/17,8,EGGS,0,358
3007961,8/19/17,8,FROZEN FOODS,0,170
3007962,8/19/17,8,GROCERY I,40,3998
3007968,8/19/17,8,HOME CARE,8,365
3007970,8/19/17,8,LAWN AND GARDEN,0,15
3007974,8/19/17,8,MEATS,0,1129.43
3007975,8/19/17,8,PERSONAL CARE,13,254
3007977,8/19/17,8,PLAYERS AND ELECTRONICS,0,12
3007978,8/19/17,8,POULTRY,0,588.473
3007979,8/19/17,8,PREPARED FOODS,0,226.95
3007980,8/19/17,8,PRODUCE,6,1
3007982,8/19/17,8,SEAFOOD,0,73.304
3007983,8/19/17,9,AUTOMOTIVE,0,21
3007986,8/19/17,9,BEVERAGES,27,2217
3007988,8/19/17,9,BREAD/BAKERY,8,521
3007990,8/19/17,9,CLEANING,25,1752
3007991,8/19/17,9,DAIRY,20,584
3007992,8/19/17,9,DELI,10,602.9347
3007993,8/19/17,9,EGGS,1,136
3007994,8/19/17,9,FROZEN FOODS,14,61.495
3007995,8/19/17,9,GROCERY I,69,7685
3007996,8/19/17,9,GROCERY II,0,18
3007998,8/19/17,9,HOME AND KITCHEN I,1,44
3008001,8/19/17,9,HOME CARE,13,696
3008002,8/19/17,9,LADIESWEAR,0,14
3008003,8/19/17,9,LAWN AND GARDEN,0,3
3008007,8/19/17,9,MEATS,1,404.3831
3008008,8/19/17,9,PERSONAL CARE,11,334
3008011,8/19/17,9,POULTRY,0,613.71704
3008012,8/19/17,9,PREPARED FOODS,0,56.86
3008013,8/19/17,9,PRODUCE,1,1906.603
3008015,8/19/17,9,SEAFOOD,2,22.9274
3008019,8/20/17,1,BEVERAGES,10,2803
3008021,8/20/17,1,BREAD/BAKERY,5,232.343
3008022,8/20/17,1,CELEBRATION,0,13
3008023,8/20/17,1,CLEANING,4,720
3008024,8/20/17,1,DAIRY,17,710
3008025,8/20/17,1,DELI,6,144.572
3008026,8/20/17,1,EGGS,0,163
3008027,8/20/17,1,FROZEN FOODS,0,97
3008028,8/20/17,1,GROCERY I,24,2327
3008034,8/20/17,1,HOME CARE,4,211
3008036,8/20/17,1,LAWN AND GARDEN,0,20
3008040,8/20/17,1,MEATS,0,712.06
3008041,8/20/17,1,PERSONAL CARE,7,145
3008043,8/20/17,1,PLAYERS AND ELECTRONICS,0,7
3008044,8/20/17,1,POULTRY,0,709.636
3008045,8/20/17,1,PREPARED FOODS,0,127.85
3008046,8/20/17,1,PRODUCE,5,3951.501
3008048,8/20/17,1,SEAFOOD,0,30.559
3008049,8/20/17,10,AUTOMOTIVE,0,5
3008051,8/20/17,10,BEAUTY,0,1
3008052,8/20/17,10,BEVERAGES,21,370
3008054,8/20/17,10,BREAD/BAKERY,29,112
3008056,8/20/17,10,CLEANING,15,776
3008057,8/20/17,10,DAIRY,9,336
3008058,8/20/17,10,DELI,4,205
3008059,8/20/17,10,EGGS,1,11
3008060,8/20/17,10,FROZEN FOODS,0,50.571
3008061,8/20/17,10,GROCERY I,56,2463
3008063,8/20/17,10,HARDWARE,0,2
3008064,8/20/17,10,HOME AND KITCHEN I,0,24
3008067,8/20/17,10,HOME CARE,10,310
3008070,8/20/17,10,LINGERIE,0,6
3008073,8/20/17,10,MEATS,0,205.056
3008074,8/20/17,10,PERSONAL CARE,9,131
3008077,8/20/17,10,POULTRY,0,216.878
3008078,8/20/17,10,PREPARED FOODS,0,19
3008079,8/20/17,10,PRODUCE,1,351.215
3008081,8/20/17,10,SEAFOOD,0,5
3008082,8/20/17,11,AUTOMOTIVE,0,6
3008085,8/20/17,11,BEVERAGES,34,1836
3008087,8/20/17,11,BREAD/BAKERY,63,576
3008088,8/20/17,11,CELEBRATION,0,31
3008089,8/20/17,11,CLEANING,24,1189
3008090,8/20/17,11,DAIRY,15,320
3008091,8/20/17,11,DELI,10,244.813
3008092,8/20/17,11,EGGS,1,88
3008093,8/20/17,11,FROZEN FOODS,0,52
3008094,8/20/17,11,GROCERY I,70,6304.683
3008095,8/20/17,11,GROCERY II,6,21
3008097,8/20/17,11,HOME AND KITCHEN I,1,13
3008098,8/20/17,11,HOME AND KITCHEN II,1,13
3008100,8/20/17,11,HOME CARE,10,933
3008101,8/20/17,11,LADIESWEAR,0,16
3008103,8/20/17,11,LINGERIE,0,14
3008104,8/20/17,11,LIQUOR WINE BEER,3,81
3008106,8/20/17,11,MEATS,0,694.64
3008107,8/20/17,11,PERSONAL CARE,12,234
3008109,8/20/17,11,PLAYERS AND ELECTRONICS,0,10
3008110,8/20/17,11,POULTRY,0,776.195
3008111,8/20/17,11,PREPARED FOODS,0,41
3008112,8/20/17,11,PRODUCE,1,1988.468
3008114,8/20/17,11,SEAFOOD,0,14
3008115,8/20/17,12,AUTOMOTIVE,0,9
3008118,8/20/17,12,BEVERAGES,21,517
3008120,8/20/17,12,BREAD/BAKERY,36,152
3008122,8/20/17,12,CLEANING,14,695
3008123,8/20/17,12,DAIRY,15,272
3008124,8/20/17,12,DELI,7,120
3008125,8/20/17,12,EGGS,1,70
3008126,8/20/17,12,FROZEN FOODS,0,52
3008127,8/20/17,12,GROCERY I,51,2088
3008139,8/20/17,12,MEATS,0,159.299
3008140,8/20/17,12,PERSONAL CARE,9,213
3008142,8/20/17,12,PLAYERS AND ELECTRONICS,0,6
3008143,8/20/17,12,POULTRY,0,305.056
3008145,8/20/17,12,PRODUCE,1,341.653
3008151,8/20/17,13,BEVERAGES,19,453
3008153,8/20/17,13,BREAD/BAKERY,28,103
3008155,8/20/17,13,CLEANING,16,594
3008156,8/20/17,13,DAIRY,6,238
3008157,8/20/17,13,DELI,3,85
3008158,8/20/17,13,EGGS,1,54
3008159,8/20/17,13,FROZEN FOODS,0,15
3008160,8/20/17,13,GROCERY I,48,1654
3008167,8/20/17,13,LADIESWEAR,0,5
3008172,8/20/17,13,MEATS,0,131.586
3008173,8/20/17,13,PERSONAL CARE,10,143
3008176,8/20/17,13,POULTRY,0,135.026
3008177,8/20/17,13,PREPARED FOODS,0,14
3008178,8/20/17,13,PRODUCE,0,299.712
3008181,8/20/17,14,AUTOMOTIVE,0,4
3008184,8/20/17,14,BEVERAGES,22,441
3008186,8/20/17,14,BREAD/BAKERY,27,174
3008187,8/20/17,14,CELEBRATION,0,4
3008188,8/20/17,14,CLEANING,20,816
3008189,8/20/17,14,DAIRY,13,483
3008190,8/20/17,14,DELI,6,131
3008191,8/20/17,14,EGGS,1,41
3008192,8/20/17,14,FROZEN FOODS,0,13
3008193,8/20/17,14,GROCERY I,49,1907
3008196,8/20/17,14,HOME AND KITCHEN I,0,8
3008202,8/20/17,14,LINGERIE,0,5
3008203,8/20/17,14,LIQUOR WINE BEER,1,7
3008205,8/20/17,14,MEATS,0,381.589
3008206,8/20/17,14,PERSONAL CARE,9,194
3008209,8/20/17,14,POULTRY,0,86.333
3008210,8/20/17,14,PREPARED FOODS,0,38
3008211,8/20/17,14,PRODUCE,1,479.677
3008214,8/20/17,15,AUTOMOTIVE,1,8
3008216,8/20/17,15,BEAUTY,0,1
3008217,8/20/17,15,BEVERAGES,21,612
3008219,8/20/17,15,BREAD/BAKERY,31,199
3008220,8/20/17,15,CELEBRATION,0,4
3008221,8/20/17,15,CLEANING,23,620
3008222,8/20/17,15,DAIRY,13,329
3008223,8/20/17,15,DELI,6,262
3008224,8/20/17,15,EGGS,1,55
3008225,8/20/17,15,FROZEN FOODS,0,23
3008226,8/20/17,15,GROCERY I,57,3720
3008232,8/20/17,15,HOME CARE,9,233
3008233,8/20/17,15,LADIESWEAR,0,12
3008235,8/20/17,15,LINGERIE,0,1
3008236,8/20/17,15,LIQUOR WINE BEER,0,35
3008238,8/20/17,15,MEATS,0,149.201
3008239,8/20/17,15,PERSONAL CARE,10,180
3008242,8/20/17,15,POULTRY,0,97.654
3008243,8/20/17,15,PREPARED FOODS,0,20
3008244,8/20/17,15,PRODUCE,2,903.658
3008246,8/20/17,15,SEAFOOD,0,3
3008247,8/20/17,16,AUTOMOTIVE,0,5
3008250,8/20/17,16,BEVERAGES,20,401
3008252,8/20/17,16,BREAD/BAKERY,38,181
3008254,8/20/17,16,CLEANING,19,838
3008255,8/20/17,16,DAIRY,10,508
3008256,8/20/17,16,DELI,6,221
3008257,8/20/17,16,EGGS,1,258
3008258,8/20/17,16,FROZEN FOODS,0,12
3008259,8/20/17,16,GROCERY I,48,2578
3008263,8/20/17,16,HOME AND KITCHEN II,1,9
3008271,8/20/17,16,MEATS,0,68.885
3008272,8/20/17,16,PERSONAL CARE,10,164
3008275,8/20/17,16,POULTRY,0,76.512
3008276,8/20/17,16,PREPARED FOODS,0,62
3008277,8/20/17,16,PRODUCE,0,1062.49
3008279,8/20/17,16,SEAFOOD,0,5
